fg_id,player_name,team,pos_type,position,PA,AB,IP,R,HR,RBI,SB,AVG,W,SV,ERA,WHIP,SO,sgp_atc,par_atc,dollar_value,R_batx,HR_batx,RBI_batx,SB_batx,AVG_batx,W_batx,SV_batx,ERA_batx,WHIP_batx,SO_batx,total_sgp_batx,par_batx,dollar_value_batx,systems
23772,Wilyer Abreu,BOS,hitter,OF,504.634,446.686,,63.9699,21.8888,70.3604,7.98474,0.245299,,,,,,7.041339284657982,2.735073603559698,15.37151934197712,62.7783,22.3169,69.8618,8.58677,0.239585,,,,,,6.9530463741490465,2.6467806930507622,16.0620372178411,both
sa3062955,Tatsuya Imai,HOU,pitcher,SP,,,151.102,,,,,,7.60003,0.0,4.25048,1.31254,149.758,7.293268178809429,2.677853866610989,15.04993593299493,,,,,,8.94494,0.0,4.34984,1.30429,153.553,7.781682055676519,3.1662677434780795,19.21455391862317,both
29646,Caleb Durbin,BOS,hitter,3B,531.998,473.801,,62.6816,10.1234,53.807,21.036,0.254153,,,,,,6.978854247198058,2.6725885660997735,15.020344163126605,61.3535,8.76743,48.1902,18.9557,0.249575,,,,,,6.336916066797598,2.030650385699314,12.32303913851325,both
17677,Jeffrey Springs,ATH,pitcher,SP,,,160.814,,,,,,9.5868,0.0,4.561,1.30825,137.489,7.275994194462627,2.6605798822641873,14.952853578737889,,,,,,7.82835,0.0,5.55008,1.40166,127.246,4.464659649401997,-0.15075466279644267,0.0,both
30184,Noah Cameron,KCR,pitcher,SP,,,150.764,,,,,,9.09264,0.0,4.24051,1.30062,127.392,7.253397590132833,2.637983277934393,14.825857310679007,,,,,,8.78421,0.0,4.45988,1.29087,130.295,7.030105211881462,2.4146908996830225,14.653596046745484,both
27468,Reid Detmers,LAA,pitcher,SP,,,136.675,,,,,,7.25348,0.0346319,4.27095,1.28714,148.959,7.2365818923440655,2.6211675801456256,14.731350594855176,,,,,,6.72481,0.0,4.40139,1.28085,151.424,7.018184399943114,2.402770087744674,14.581254380689298,both
21837,Jonathan Aranda,TBR,hitter,1B,568.338,497.725,,69.9146,20.0995,72.9029,1.62223,0.259589,,,,,,6.9268845609072764,2.620618879808992,14.728266817575276,67.3655,21.4029,76.6552,0.94998,0.257685,,,,,,6.9663103061939555,2.6600446250956713,16.142529632917125,both
13419,Christian Walker,HOU,hitter,1B,566.112,506.174,,66.9866,25.454,77.4001,2.98812,0.231355,,,,,,6.844899927798988,2.5386342467007035,14.267501018830858,67.6155,26.906,76.6872,3.72811,0.229273,,,,,,6.978998971556929,2.6727332904586447,16.21953103157471,both
21483,Shane McClanahan,TBR,pitcher,SP,,,109.326,,,,,,6.96463,0.0,3.67411,1.17534,116.266,7.151241566918201,2.535827254719761,14.251725307540429,,,,,,6.53262,0.0,4.02969,1.22071,112.705,6.377321226395788,1.7619069141973478,10.692164448876238,both
19950,Andrés Giménez,TOR,hitter,2B,558.095,505.442,,62.9972,10.845,54.6717,20.3458,0.244512,,,,,,6.79183662467431,2.4855709435760254,13.969277384458241,65.1419,8.50702,46.6966,22.3389,0.243875,,,,,,6.58524765156137,2.278981970463086,13.830043918816243,both
29591,Colton Cowser,BAL,hitter,OF,512.5,453.138,,64.453,20.6993,61.8326,13.1959,0.227257,,,,,,6.777779213674839,2.471513532576555,13.890272649523412,65.8248,20.9363,61.9553,11.1201,0.228745,,,,,,6.677347320764621,2.371081639666337,14.388952451879621,both
12447,Seth Lugo,KCR,pitcher,SP,,,156.473,,,,,,8.96918,0.0,4.41383,1.32117,132.898,7.03216181663559,2.41674750443715,13.582479448005003,,,,,,8.32306,0.0,5.02994,1.37532,122.499,5.378293580832103,0.7628792686336627,4.629546844468495,both
23401,José Caballero,NYY,hitter,2B/SS,367.109,315.589,,46.9783,6.70374,31.403,39.5925,0.225819,,,,,,6.686430166069888,2.380164484971604,13.37687745229612,50.3745,8.13728,25.3437,33.8509,0.215694,,,,,,5.990632207373152,1.684366526274868,10.221609181503043,both
22275,Jake Burger,TEX,hitter,1B/3B,532.012,492.286,,62.1514,25.1016,74.4651,1.59682,0.24094,,,,,,6.675391629479003,2.369125948380719,13.314839239323323,63.3678,26.3126,76.0745,2.03401,0.240689,,,,,,6.901147035774076,2.594881354675792,15.747085130292337,both
13774,Zach Eflin,BAL,pitcher,SP,,,145.569,,,,,,9.05798,0.0,4.42106,1.24402,113.46,6.978070128171025,2.362655815972585,13.278476135483137,,,,,,8.92517,0.0,4.73157,1.27768,103.508,6.0764523677246185,1.4610380555261786,8.866336257536544,both
13125,Gerrit Cole,NYY,pitcher,SP,,,112.68,,,,,,7.38395,0.0,3.9562,1.1926,114.149,6.938843839314652,2.323429527116212,13.058018573725038,,,,,,7.47461,0.0,4.05032,1.16841,110.475,6.9000601824465955,2.2846458702481556,13.864415398623683,both
23335,Joey Cantillo,CLE,pitcher,SP,,,129.192,,,,,,6.85722,0.00728733,3.9083,1.31068,135.301,6.9264201534531065,2.3110058412546666,12.988195616393707,,,,,,5.78191,0.0,4.32124,1.33841,136.154,6.004466956030683,1.389052643832243,8.429491465368706,both
25961,Kerry Carpenter,DET,hitter,DH/OF,473.308,433.999,,60.7582,23.3399,69.1238,2.18791,0.252403,,,,,,6.609521795491132,2.3032561143928474,12.944641001923205,60.4861,23.2451,67.4605,2.75521,0.250313,,,,,,6.546309059140229,2.2400433780419444,13.593744355984754,both
25098,Jacob Lopez,ATH,pitcher,SP,,,126.425,,,,,,8.05938,0.0,4.29581,1.28638,129.393,6.882424246993303,2.2670099347948627,12.740932096233042,,,,,,7.0388,0.0,4.69986,1.29164,138.209,6.349052320329488,1.7336380081310478,10.52061407353282,both
3096,Kenley Jansen,DET,pitcher,RP,,,56.0065,,,,,,3.58833,22.1497,3.96815,1.20492,56.9076,6.849845342430132,2.2344310302316925,12.557833820200754,,,,,,2.21115,22.0,3.99007,1.18226,52.1025,6.278403725728557,1.6629894135301173,10.091881780431367,both
19953,Josh Lowe,LAA,hitter,OF,473.471,430.344,,56.8305,13.4169,49.6342,21.0191,0.237279,,,,,,6.527439664051512,2.2211739829532275,12.483327248094904,56.7894,12.2998,43.758,21.1438,0.229677,,,,,,6.092204750169299,1.7859390690710146,10.838004021840947,both
20437,Royce Lewis,MIN,hitter,3B,498.414,456.249,,56.4603,18.8444,63.3971,10.515,0.242431,,,,,,6.51194779035944,2.205682109261156,12.396260620055637,57.1283,16.9562,57.3172,9.7135,0.235501,,,,,,5.944659819638791,1.638394138540507,9.942624902706898,both
20178,Miguel Vargas,CHW,hitter,3B,580.593,509.24,,71.2916,18.5636,65.8326,7.25728,0.233356,,,,,,6.5013582343629865,2.1950925532647023,12.336745744620263,70.1419,22.4302,71.0354,7.37865,0.244411,,,,,,7.2473892356383525,2.9411235545400682,17.84826227549699,both
23003,Yainer Diaz,HOU,hitter,C/DH,516.084,486.324,,57.6575,19.6063,67.4355,1.12139,0.269226,,,,,,6.497964869433596,2.1916991883353116,12.317674530383604,58.5469,17.4925,65.9661,1.58302,0.269386,,,,,,6.351340914229583,2.045075233131299,12.410576589924522,both
16609,Bryan Abreu,HOU,pitcher,RP,,,67.3706,,,,,,3.16822,12.0112,3.13023,1.1628,90.1968,6.759942061866885,2.1445277496684447,12.05256404819661,,,,,,2.96143,12.0,3.47065,1.18995,88.0575,6.364598909693755,1.749184597495315,10.614958836449892,both
23796,Ryan Weathers,NYY,pitcher,SP,,,122.085,,,,,,7.18869,0.0,3.99334,1.2491,117.714,6.741816969321153,2.1264026571227133,11.950698339617789,,,,,,7.11405,0.0,4.05971,1.23078,118.738,6.778349910897257,2.162935598698817,13.125814381715957,both
15890,Luis Severino,ATH,pitcher,SP,,,166.208,,,,,,8.91261,0.0,4.60848,1.33312,134.004,6.716655939013597,2.101241626815157,11.809289617185858,,,,,,8.5989,0.0,5.15986,1.36844,128.707,5.468881756065968,0.8534674438675278,5.179282848634951,both
19249,Seranthony Domínguez,CHW,pitcher,RP,,,59.3227,,,,,,3.19053,21.9094,3.91855,1.29672,64.3001,6.707668444695164,2.0922541324967243,11.758778566012722,,,,,,2.48294,22.0,3.92025,1.26053,65.0837,6.601111028655236,1.985696716456796,12.050236971583589,both
29794,Kyle Manzardo,CLE,hitter,1B/DH,522.69,460.952,,59.6617,24.8257,70.2925,1.99702,0.237648,,,,,,6.395874706289302,2.0896090251910175,11.743912670609266,59.798,23.7668,73.078,1.34842,0.232468,,,,,,6.220741762935327,1.9144760818370425,11.618033243128023,both
sa3063134,Kazuma Okamoto,TOR,hitter,3B,523.02,463.339,,61.8139,22.2412,70.5468,1.89621,0.243323,,,,,,6.381645149693705,2.075379468595421,11.66394045189007,65.8474,25.2744,73.5458,1.33903,0.236223,,,,,,6.636151410606623,2.329885729508339,14.138954314928608,both
10155,Mike Trout,LAA,hitter,OF,502.22,423.791,,65.633,24.184,63.5049,3.41537,0.234373,,,,,,6.377233403512481,2.0709677224141965,11.639145783962919,64.3204,24.6602,68.6351,3.36821,0.237682,,,,,,6.6072566215839235,2.3009909404856392,13.963605757376103,both
35456,Trey Yesavage,TOR,pitcher,SP,,,108.277,,,,,,6.59673,0.0,3.82572,1.24618,121.17,6.683007204274144,2.0675928920757043,11.620178736876321,,,,,,7.11521,0.0,3.73459,1.17005,123.901,7.372747234422604,2.7573329222241645,16.73292544978289,both
33189,Nolan Schanuel,LAA,hitter,1B,598.241,516.61,,70.0933,12.5663,57.1776,6.2265,0.261034,,,,,,6.306838484073198,2.000572802974914,11.24351589512573,65.2724,8.47083,50.8168,5.92473,0.253902,,,,,,5.3975509150491625,1.0912852339508783,6.622484472937504,both
24728,Mike Burrows,HOU,pitcher,SP,,,129.892,,,,,,6.57288,0.0,4.12086,1.26382,125.853,6.614527622549754,1.999113310351314,11.235313330096421,,,,,,7.7245,0.0,4.50513,1.28153,125.922,6.497834197530863,1.882419885332423,11.423499626243373,both
22543,Taj Bradley,MIN,pitcher,SP,,,139.111,,,,,,7.31125,0.0,4.39619,1.30706,134.74,6.6016546279305075,1.9862403157320676,11.162965190901419,,,,,,7.76938,0.0,4.45889,1.32589,120.671,6.175093471686595,1.5596791594881552,9.46494160750228,both
23363,Robert Garcia,TEX,pitcher,RP,,,61.1682,,,,,,3.50248,17.8831,3.64685,1.22295,65.8542,6.570873775154467,1.9554594629560267,10.989972232615521,,,,,,2.95235,18.0,3.86966,1.20519,63.9078,6.289056046625983,1.6736417344275427,10.156525585322363,both
24679,Brendan Donovan,SEA,hitter,2B/OF,569.307,505.891,,65.7751,12.9074,58.165,4.88225,0.267753,,,,,,6.259163025650552,1.9528973445522677,10.975572747150649,65.6085,13.8342,63.7189,5.11679,0.264287,,,,,,6.441602530271071,2.135336849172787,12.958330863637993,both
31781,Jackson Holliday,BAL,hitter,2B,504.755,447.51,,66.0379,13.2368,49.3483,12.8621,0.248234,,,,,,6.251293057740406,1.9450273766421216,10.931342360153346,64.2008,13.2092,51.3377,14.0115,0.250885,,,,,,6.426967796113713,2.120702115015429,12.869519710781294,both
18564,Trent Grisham,NYY,hitter,OF,518.687,442.86,,69.8682,23.2887,62.4196,5.2737,0.219579,,,,,,6.249503613512094,1.94323793241381,10.92128541816426,68.1837,24.7089,64.5896,5.44632,0.223035,,,,,,6.479339415368238,2.1730737342699538,13.187337843516422,both
12730,Nick Martinez,TBR,pitcher,SP,,,141.367,,,,,,8.60872,0.0,4.40416,1.2775,109.281,6.500699893047208,1.8852855808487679,10.59558460637049,,,,,,6.02652,0.0,5.1014,1.36307,99.3925,4.03970664094563,-0.5757076712528102,0.0,both
26466,Matt Wallner,MIN,hitter,OF,480.958,415.254,,60.2331,24.218,62.6469,4.86912,0.225951,,,,,,6.148615508256998,1.8423498271587135,10.354279302026923,60.9306,22.2566,62.7417,4.2505,0.218822,,,,,,5.80179690037148,1.4955312192731958,9.07565865486259,both
20352,Ernie Clement,TOR,hitter,3B,553.597,516.731,,63.6283,10.2899,56.3946,8.06328,0.262149,,,,,,6.09762963441693,1.7913639533186458,10.067731128376247,60.1874,10.4124,54.2442,10.5771,0.254219,,,,,,5.96688792894337,1.6606222478450858,10.077516592022064,both
27500,Slade Cecconi,CLE,pitcher,SP,,,151.441,,,,,,7.16321,0.0,4.58834,1.26379,125.327,6.3755081123425335,1.7600938001440936,9.891988229273412,,,,,,7.79833,0.0,4.74006,1.29029,122.033,6.134210436329523,1.5187961241310832,9.21684215702355,both
14162,Carlos Correa,HOU,hitter,SS,545.71,490.085,,64.4613,15.9204,62.8485,0.285895,0.263921,,,,,,6.055140163448997,1.748874482350713,9.828933999127544,62.1003,14.753,61.11,0.462389,0.259778,,,,,,5.738626316346899,1.4323606352486147,8.692306806203733,both
31986,Parker Messick,CLE,pitcher,SP,,,123.161,,,,,,7.12584,0.0,4.00581,1.28672,111.946,6.353166002690551,1.7377516904921109,9.766422259052701,,,,,,7.82387,0.0,4.10609,1.25018,114.955,6.767823511259448,2.152409199061008,13.061934732300246,both
17929,Cedric Mullins,TBR,hitter,OF,450.88,400.488,,52.5941,13.8421,48.9512,18.7995,0.224108,,,,,,5.92811095427417,1.621845273175886,9.11501100148479,59.5707,17.1131,50.2757,20.8083,0.230713,,,,,,6.785950782070787,2.479685100972503,15.048014550249155,both
26288,Adley Rutschman,BAL,hitter,C/DH,559.479,491.847,,64.4646,16.8669,64.4236,0.853125,0.251195,,,,,,5.927140425620646,1.6208747445223617,9.109556486494709,66.3394,17.567,64.2436,1.05643,0.250525,,,,,,6.039088045463092,1.7328223643648082,10.51566432436613,both
13145,Josh Bell,MIN,hitter,1B,539.829,476.239,,60.2517,19.6976,64.4707,0.729112,0.246683,,,,,,5.89814354319809,1.591877862099806,8.946589706209439,63.953,20.6086,66.9575,1.54084,0.247067,,,,,,6.257768523895093,1.9515028427968089,11.8427308216442,both
35041,Jac Caglianone,KCR,hitter,OF,494.451,447.129,,58.7243,19.1978,63.892,3.5614,0.239393,,,,,,5.886378347966327,1.5801126668680432,8.880467563890564,55.4714,16.484,60.0036,3.32648,0.231655,,,,,,5.238792976874216,0.9325272957759321,5.65905901109672,both
29712,Colson Montgomery,CHW,hitter,SS,550.992,491.938,,62.4014,22.6949,69.4165,2.49716,0.218548,,,,,,5.855983714909891,1.5497180338116063,8.709645217716318,62.1575,22.8043,66.5692,3.58504,0.217059,,,,,,5.832621745013608,1.5263560639153235,9.262719790368058,both
sa3022895,Kevin McGonigle,DET,hitter,SS,446.713,393.814,,56.3235,13.6801,52.0673,9.52154,0.254019,,,,,,5.832792469674818,1.5265267885765335,8.579306979567445,55.2198,13.0484,49.8624,9.68747,0.254213,,,,,,5.70071150977356,1.3944458286752761,8.46222010658138,both
27647,Anthony Volpe,NYY,hitter,SS,450.702,408.666,,54.2203,14.1335,48.3835,16.0274,0.229395,,,,,,5.8201708968005645,1.5139052157022803,8.50837186787237,54.1584,12.6263,44.4449,15.7843,0.229655,,,,,,5.548114443060261,1.2418487619619771,7.536182006289335,both
33927,Grant Taylor,CHW,pitcher,RP,,,80.088,,,,,,3.86531,6.39309,3.4377,1.21675,95.6318,6.125258375550212,1.509844063351772,8.485547589276978,,,,,,2.98995,6.0,3.05551,1.1194,99.4084,6.4657110790747465,1.8502967668763066,11.228559892267702,both
30182,Will Warren,NYY,pitcher,SP,,,121.498,,,,,,6.86763,0.0,4.28637,1.31092,121.018,6.1069232534147035,1.4915089412162637,8.38250148325019,,,,,,7.20989,0.0,4.03488,1.26365,119.939,6.688192395456932,2.072778083258492,12.578691844411425,both
27932,Ian Seymour,TBR,pitcher,RP,,,107.575,,,,,,6.31501,0.0,4.07451,1.21081,104.462,6.064881942696294,1.4494676304978542,8.146223081078848,,,,,,4.53253,0.0,4.49435,1.24218,103.825,4.941557725745425,0.3261434135469852,1.9792072915218852,both
27899,Colt Keith,DET,hitter,2B,493.37,442.62,,62.1523,15.3715,55.3682,3.05412,0.25716,,,,,,5.748484319552623,1.4422186384543387,8.105482670560566,59.4204,13.8035,54.3863,3.7865,0.253595,,,,,,5.49372278562643,1.1874571045281455,7.206105234784975,both
27790,Evan Carter,TEX,hitter,OF,434.312,382.118,,54.3967,11.223,44.7309,17.5223,0.235838,,,,,,5.746431321410209,1.4401656403119247,8.09394451648161,54.4817,10.4017,40.0598,16.3353,0.234625,,,,,,5.391986440827298,1.0857207597290142,6.5887163589853515,both
22581,Alejandro Kirk,TOR,hitter,C,484.104,427.833,,52.3189,15.3356,63.3638,0.925107,0.267024,,,,,,5.687190278061306,1.3809245969630215,7.761001065712536,59.343,18.025,62.447,0.29136,0.268594,,,,,,6.07395871416398,1.7676930330656955,10.727277617433897,both
20036,Isaac Paredes,HOU,hitter,3B,491.992,422.965,,60.2982,19.6207,61.814,0.832891,0.241184,,,,,,5.675205518748091,1.3689398376498065,7.693644940688238,58.1106,18.0127,57.3526,1.0293,0.233624,,,,,,5.187987169079771,0.881721487981487,5.3507430339477935,both
26299,Josh Jung,TEX,hitter,3B,507.019,472.591,,54.723,16.6237,59.8805,4.20096,0.246908,,,,,,5.661792386845018,1.3555267057467342,7.6182611498402615,55.0015,15.9505,59.7117,3.75262,0.244563,,,,,,5.509878664370565,1.203612983272281,7.304147481487377,both
17606,Cristian Javier,HOU,pitcher,SP,,,137.779,,,,,,7.73504,0.0,4.68958,1.34009,124.868,5.937839674005258,1.3224253618068182,7.432226687017898,,,,,,7.81773,0.0,4.62022,1.28931,118.753,6.177264088495137,1.5618497762966967,9.478114035446914,both
24598,Addison Barger,TOR,hitter,3B/OF,470.191,425.816,,56.2712,17.2438,59.9911,3.9146,0.239049,,,,,,5.546711615032476,1.2404459339341916,6.971490142469986,56.0473,17.206,57.6401,4.30728,0.237181,,,,,,5.458344998904625,1.1520793178063409,6.9914144866990435,both
24492,Grayson Rodriguez,LAA,pitcher,SP,,,96.7937,,,,,,6.51183,0.0,3.98137,1.25598,102.093,5.8418108740641035,1.2263965618656636,6.892530587519459,,,,,,5.63585,0.0,4.01958,1.22773,100.159,5.585565158280517,0.9701508460820767,5.887378216715552,both
15362,Jeff McNeil,ATH,hitter,2B/OF,531.659,472.757,,59.8215,11.8617,56.2983,3.9292,0.256869,,,,,,5.5247284004296064,1.2184627193313222,6.847941215659738,59.6635,12.2758,54.852,2.72709,0.252795,,,,,,5.295095093400219,0.9888294123019348,6.000729438668687,both
8700,Justin Verlander,DET,pitcher,SP,,,131.441,,,,,,6.96918,0.0,4.40549,1.2999,110.204,5.8098591065727,1.1944447943742604,6.712956914852941,,,,,,7.18761,0.0,4.73003,1.30436,105.28,5.375605455260076,0.7601911430616362,4.613233905093696,both
24494,Simeon Woods Richardson,MIN,pitcher,SP,,,139.046,,,,,,7.0091,0.0,4.58011,1.35041,125.196,5.763452286594053,1.1480379743956135,6.452143703108656,,,,,,7.96316,0.0,4.65774,1.33158,119.211,5.941463740932228,1.3260494287337883,8.047155298110129,both
19427,Shane Bieber,TOR,pitcher,SP,,,93.3251,,,,,,5.88096,0.0,3.71346,1.17457,87.3521,5.7232419488209825,1.1078276366225426,6.226155640475993,,,,,,6.10829,0.0,3.86713,1.15174,87.0328,5.767920831876253,1.1525065196778135,6.9940069690974305,both
27815,Jordan Westburg,BAL,hitter,2B/3B,394.449,361.858,,53.6265,15.7079,50.3858,3.8613,0.260649,,,,,,5.40719134842372,1.100925667325436,6.18736554926597,52.1974,15.7869,49.4183,5.09864,0.259787,,,,,,5.4397312215692555,1.1334655404709713,6.8784564372806365,both
31827,Zebby Matthews,MIN,pitcher,SP,,,105.274,,,,,,5.74928,0.0,4.0975,1.23429,103.97,5.712732062705623,1.097317750507183,6.167088521589698,,,,,,5.40107,0.0,4.1335,1.21297,103.768,5.658769179178949,1.0433548669805095,6.331618161208639,both
17897,Garrett Cleavinger,TBR,pitcher,RP,,,61.7869,,,,,,3.73483,7.55814,3.36581,1.13063,75.1785,5.694556528706447,1.0791422165080071,6.064939324560604,,,,,,2.87433,8.0,3.69981,1.19639,72.3293,5.052838776187546,0.43742446398910584,2.654518388710516,both
31580,Chase Meidroth,CHW,hitter,2B/SS,536.631,468.712,,62.4208,6.5903,39.6051,12.6987,0.252493,,,,,,5.371749551085601,1.0654838699873164,5.98817739118924,57.0023,4.68533,39.939,10.551,0.249955,,,,,,4.7928076331475635,0.4865419520492793,2.9525887665626493,both
20539,Edwin Uceta,TBR,pitcher,RP,,,59.8416,,,,,,4.01814,9.3907,3.68955,1.16813,71.0185,5.667783806172218,1.052369493973778,5.914472652754523,,,,,,2.5569,9.0,3.97048,1.21994,72.0273,4.876891521384642,0.2614772091862019,1.5867792434004464,both
19913,Jesús Sánchez,TOR,hitter,OF,413.047,373.029,,50.421,14.3027,48.2665,9.34931,0.243843,,,,,,5.350656532440926,1.0443908513426416,5.869631497705675,53.02,15.4352,49.4253,8.3722,0.245537,,,,,,5.499897426052301,1.1936317449540166,7.243576153545839,both
24618,Ryan Jeffers,MIN,hitter,C,505.368,444.401,,57.4774,15.6191,56.9973,2.50619,0.242473,,,,,,5.296147883112443,0.9898822020141589,5.56328480328132,56.9791,15.9335,55.3099,2.34702,0.236213,,,,,,5.096665029970938,0.7903993488726542,4.796552956534076,both
31595,Brooks Lee,MIN,hitter,3B/SS,540.637,497.781,,54.3769,13.6238,59.79,4.61321,0.240518,,,,,,5.293933563160728,0.9876678820624436,5.550839996705432,53.2411,11.6248,54.9879,3.61753,0.236755,,,,,,4.748202854752155,0.4419371736538711,2.681903850142617,both
17901,Andrew Benintendi,CHW,hitter,OF,485.357,437.214,,53.5995,15.756,56.4649,2.81706,0.246528,,,,,,5.285352522263668,0.9790868411653841,5.502613274049129,54.3444,17.2012,57.5995,3.13491,0.246755,,,,,,5.498844244982602,1.192578563884318,7.237184904893075,both
4949,Giancarlo Stanton,NYY,hitter,DH/OF,391.943,350.167,,46.7448,23.1944,63.42,0.427218,0.22454,,,,,,5.248980373892572,0.9427146927942882,5.2981964051692945,47.8631,23.7573,58.768,0.0394931,0.217578,,,,,,5.019656344176439,0.7133906630781546,4.329224333284005,both
20308,Jake Meyers,HOU,hitter,OF,456.452,410.523,,53.1791,9.20076,42.7587,12.986,0.245701,,,,,,5.241342787895184,0.9350771067968999,5.255272038990603,53.704,10.022,44.0762,10.651,0.250262,,,,,,5.236902099872815,0.9306364187745304,5.647584189306379,both
15491,J.P. Crawford,SEA,hitter,SS,577.654,500.029,,63.6686,11.0876,53.1196,5.20875,0.241201,,,,,,5.236265669074305,0.9299999879760206,5.226737878134717,61.5374,9.93346,52.9326,4.29322,0.240418,,,,,,4.960417920241436,0.6541522391431513,3.9697348703041473,both
14221,Jorge Soler,LAA,hitter,DH/OF,474.883,416.805,,55.5154,20.8411,58.9734,0.91959,0.22619,,,,,,5.226674682717659,0.9204090016193751,5.172835112191622,55.3779,22.3694,63.0612,0.711056,0.226077,,,,,,5.459153531501414,1.15288785040313,6.996321081603396,both
13361,Steven Matz,TBR,pitcher,SP,,,119.246,,,,,,5.83553,0.170874,4.12082,1.27133,98.9373,5.528365334676794,0.9129510224783539,5.13092016318657,,,,,,5.17958,0.0,5.11187,1.3829,95.8153,3.661703952859676,-0.9537103593387637,0.0,both
19769,Will Vest,DET,pitcher,RP,,,64.4547,,,,,,4.27876,7.61433,3.34668,1.19354,65.349,5.491662233610803,0.8762479214123635,4.924643291071637,,,,,,2.42001,8.0,3.75054,1.22875,63.7634,4.5789592833625985,-0.036455028835841397,0.0,both
19363,Austin Hays,CHW,hitter,OF,449.156,410.259,,52.8886,13.5133,52.5904,5.54775,0.245093,,,,,,5.174623142875069,0.8683574617767844,4.88029773753789,48.0059,13.3696,49.6879,3.4388,0.240874,,,,,,4.624984947734035,0.31871926663575056,1.9341537197197114,both
21448,Davis Martin,CHW,pitcher,SP,,,151.082,,,,,,7.17066,0.0,4.60643,1.36827,117.329,5.439508565309299,0.824094253110859,4.631531939330226,,,,,,7.21106,0.0,5.21002,1.39892,110.196,4.316232516285975,-0.29918179591246474,0.0,both
21523,Jonathan India,KCR,hitter,2B,503.554,435.767,,60.4653,11.6082,48.8373,5.5685,0.243639,,,,,,5.114777559773103,0.8085118786748184,4.543956683685995,61.5242,12.6603,53.8478,8.32365,0.246263,,,,,,5.719868201345296,1.4136025202470117,8.578472841008448,both
19350,Dean Kremer,BAL,pitcher,SP,,,109.588,,,,,,7.08736,0.0,4.39572,1.28416,94.1621,5.417611755655147,0.8021974434567074,4.508468621148107,,,,,,5.59357,0.0,4.52349,1.30352,90.2699,4.604973817988656,-0.010440494209784212,0.0,both
29878,Sean Burke,CHW,pitcher,SP,,,143.257,,,,,,6.95283,0.0,4.79022,1.40457,134.278,5.41476658515913,0.7993522729606903,4.4924783409399875,,,,,,7.55148,0.0,4.59998,1.31328,132.563,6.358249212329585,1.742834900131145,10.576425581445763,both
20191,Garrett Whitlock,BOS,pitcher,RP,,,63.9766,,,,,,4.27677,5.11528,3.34859,1.13931,70.8951,5.399376459888238,0.783962147689798,4.405983554119963,,,,,,2.78345,5.0,3.37061,1.10682,71.9409,4.992589178935827,0.37717486673738687,2.2888926018979303,both
26396,Josh Smith,TEX,hitter,3B/SS,511.163,447.58,,59.4872,9.88388,44.512,9.27622,0.239582,,,,,,5.072750765911879,0.7664850848135947,4.307759868405303,56.7311,8.92511,44.0685,9.37117,0.233948,,,,,,4.775653027367142,0.46938734626885736,2.8484857265087586,both
28824,Samuel Basallo,BAL,hitter,C,426.772,386.768,,50.4255,16.3976,55.9061,2.66989,0.240161,,,,,,5.058916449564225,0.7526507684659407,4.230008958505027,48.139,15.6846,51.7229,3.08162,0.236332,,,,,,4.7582016063554695,0.4519359252571853,2.742581457775937,both
16939,Lane Thomas,KCR,hitter,OF,389.434,349.406,,47.3031,12.2133,42.8384,13.287,0.230372,,,,,,5.041148966776572,0.7348832856782881,4.130153069810408,50.5609,12.313,42.0035,16.8428,0.23326,,,,,,5.518281355588045,1.212015674489761,7.35513936737333,both
13449,Taylor Rogers,MIN,pitcher,RP,,,57.4265,,,,,,2.68211,15.7707,4.03534,1.31402,58.8595,5.316113470227669,0.700699158029229,3.938033201934737,,,,,,2.54867,16.0,4.44934,1.31845,56.7327,5.045315612856753,0.42990130065831345,2.6088639339487942,both
9073,Kirby Yates,LAA,pitcher,RP,,,56.0576,,,,,,3.1015,12.7627,3.99116,1.26937,66.1918,5.313850009706494,0.6984356975080539,3.925312218069527,,,,,,2.10695,13.0,4.63024,1.33225,64.5944,4.531900130034064,-0.08351418216437612,0.0,both
35108,Cam Smith,HOU,hitter,OF,483.457,433.497,,54.9975,10.8452,49.4249,7.39437,0.240292,,,,,,5.002050905043366,0.6957852239450819,3.910416163504268,55.2612,10.8479,47.1596,7.05567,0.242152,,,,,,4.94477481221851,0.6385091311202258,3.8748043821353946,both
15711,Tyler O'Neill,BAL,hitter,OF,382.935,336.602,,48.3896,17.9354,48.9072,5.08292,0.231015,,,,,,4.965484080914033,0.6592183998157486,3.704905187987132,51.0117,19.7905,52.8108,4.06196,0.234661,,,,,,5.289939766659734,0.9836740855614501,5.969444243717249,both
27562,Austin Wells,NYY,hitter,C,441.062,394.159,,48.666,17.6978,57.5309,4.16798,0.221876,,,,,,4.947220616835408,0.640954935737124,3.60226181086898,49.5423,17.5488,52.0237,3.31499,0.216713,,,,,,4.5989646034946645,0.2926989223963803,1.776248783095713,both
26438,Dominic Canzone,SEA,hitter,OF,421.016,384.207,,47.5668,15.44,51.2579,4.41006,0.238467,,,,,,4.874664986696974,0.5683993055986898,3.194488407407102,44.9794,14.7139,52.6753,3.54562,0.233579,,,,,,4.601906446784412,0.2956407656861275,1.7941014130975255,both
